"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","newcreate"
"RT @UT_Dallas: The dream is alive for @UTDALLAS_WBB!  https://t.co/w5uDPYzGVR",FALSE,0,NA,2018-02-26 23:43:04,FALSE,NA,"968270219964768256",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ChuckyT83",12,TRUE,FALSE,NA,NA,2018-02-26 23:43:04
"Attention @ut_dallas -
It's time for #theSHOWDOWN - #NPHC &amp; #MGC Stroll Off.  Let's see which… https://t.co/aZdAp880JG",FALSE,0,NA,2018-02-26 23:42:01,FALSE,NA,"968269955186724865",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","itsdjfeisty",0,FALSE,FALSE,NA,NA,2018-02-26 23:42:01
"So proud of @Trinity_U Mock Trial Club founded by student Ben Brody. The fledgling teams took on the regional tourn… https://t.co/JCwOxnZkbI",FALSE,40,NA,2018-02-26 23:20:39,TRUE,NA,"968264579590574080",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TU_President19",7,FALSE,FALSE,NA,NA,2018-02-26 23:20:39
"RT @UT_Dallas: The dream is alive for @UTDALLAS_WBB!  https://t.co/w5uDPYzGVR",FALSE,0,NA,2018-02-26 23:10:48,FALSE,NA,"968262099309924352",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","UTD_BillPetitt",12,TRUE,FALSE,NA,NA,2018-02-26 23:10:48
"RT @UT_Dallas: The dream is alive for @UTDALLAS_WBB!  https://t.co/w5uDPYzGVR",FALSE,0,NA,2018-02-26 23:05:36,FALSE,NA,"968260791488139264",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","madisonicole12",12,TRUE,FALSE,NA,NA,2018-02-26 23:05:36
"RT @projekt202: Great presentation this weekend by @projekt202 Sr #UX Designer @kimrhar for @WIAD_DFW at @UT_Dallas https://t.co/6K8EgXk14o",FALSE,0,NA,2018-02-26 22:31:24,FALSE,NA,"968252185497751552",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","WIAD_DFW",3,TRUE,FALSE,NA,NA,2018-02-26 22:31:24
"RT @UT_Dallas: Make a fellow Comet smile — Post a positive body message to your fellow students during Mirrors on the Mall.

Noon to 2 p.m.…",FALSE,0,NA,2018-02-26 22:28:27,FALSE,NA,"968251440568455169",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jindal_utdallas",5,TRUE,FALSE,NA,NA,2018-02-26 22:28:27
"RT @UT_Dallas: The dream is alive for @UTDALLAS_WBB!  https://t.co/w5uDPYzGVR",FALSE,0,NA,2018-02-26 22:16:37,FALSE,NA,"968248464894242816",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","darhyleubank",12,TRUE,FALSE,NA,NA,2018-02-26 22:16:37
"The Facilities Planning and Construction Committee is now in open session. Leaders from @UTAustin, @UT_Dallas,… https://t.co/W7VT8y0jQY",FALSE,4,NA,2018-02-26 22:05:49,TRUE,NA,"968245745093632000",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","utsystem",0,FALSE,FALSE,NA,NA,2018-02-26 22:05:49
"RT @UT_Dallas: The dream is alive for @UTDALLAS_WBB!  https://t.co/w5uDPYzGVR",FALSE,0,NA,2018-02-26 21:40:38,FALSE,NA,"968239407605133312",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","crushcrewutd",12,TRUE,FALSE,NA,NA,2018-02-26 21:40:38
"If I don’t get a picture with @Official_Temoc on my tour at UTD tomorrow I will be very disappointed @UT_Dallas",FALSE,2,NA,2018-02-26 21:17:30,FALSE,NA,"968233588205465601",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jonnyschroeter1",0,FALSE,FALSE,NA,NA,2018-02-26 21:17:30
"@BrandonTXNeely @IrvingISD CC: @ut_dallas Julie Merrill is a lecturer at your school.",FALSE,4,"BrandonTXNeely",2018-02-26 21:12:48,FALSE,"968231786517073921","968232403385880576","1640603341","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lividdelight",0,FALSE,FALSE,NA,NA,2018-02-26 21:12:48
"RT @FutureComets: @RikitaP_NTHC @UT_Dallas Thanks for taking time to #visitUTD this weekend! We're so glad you enjoyed your time at our Com…",FALSE,0,NA,2018-02-26 21:09:20,FALSE,NA,"968231529724997632",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RikitaP_NTHC",1,TRUE,FALSE,NA,NA,2018-02-26 21:09:20
"RT @UT_Dallas: This Week at #UTDallas: The 17th Annual Texas Guitar Competition &amp; Festival

<U+27A1><U+FE0F> https://t.co/4kcFQkZWmp <U+2B05><U+FE0F> https://t.co/SSN6…",FALSE,0,NA,2018-02-26 21:08:52,FALSE,NA,"968231411541999616",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","UTDallasAlumni",1,TRUE,FALSE,NA,NA,2018-02-26 21:08:52
"@UT_Dallas - this is how it's done https://t.co/qcWRuVV5Uw",FALSE,0,"UT_Dallas",2018-02-26 20:34:01,FALSE,NA,"968222641747185665","36989808","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bpmcgillis",0,FALSE,FALSE,NA,NA,2018-02-26 20:34:01
"RT @UT_Dallas: #UTDallas: Holocaust Experts to Share Findings at Conference https://t.co/BcR4Y24Mqi @AckermanUTD https://t.co/FGte2Fs2nU",FALSE,0,NA,2018-02-26 20:22:43,FALSE,NA,"968219799229747200",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","UTDallasNews",1,TRUE,FALSE,NA,NA,2018-02-26 20:22:43
"RT @UT_Dallas: Students Celebrate African Culture and History https://t.co/EWTTGDORhA https://t.co/9msHWTD22B",FALSE,0,NA,2018-02-26 20:06:32,FALSE,NA,"968215725679706114",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","whatkathy",3,TRUE,FALSE,NA,NA,2018-02-26 20:06:32
"RT @UT_Dallas: Make a fellow Comet smile — Post a positive body message to your fellow students during Mirrors on the Mall.

Noon to 2 p.m.…",FALSE,0,NA,2018-02-26 20:04:03,FALSE,NA,"968215100023889926",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","UTDGGC",5,TRUE,FALSE,NA,NA,2018-02-26 20:04:03
"RT @UT_Dallas: Students Celebrate African Culture and History https://t.co/EWTTGDORhA https://t.co/9msHWTD22B",FALSE,0,NA,2018-02-26 19:59:27,FALSE,NA,"968213945906540545",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","arene32",3,TRUE,FALSE,NA,NA,2018-02-26 19:59:27
"A new study by CJRA's John Worrall @UT_Dallas evaluated community prosecution code enforcement in #Dallas #Texas… https://t.co/SLCHaoFyLz",FALSE,0,NA,2018-02-26 19:48:23,TRUE,NA,"968211159554969600",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","cjralliance",0,FALSE,FALSE,NA,NA,2018-02-26 19:48:23
"RT @genetic_warrior: .@UT_Dallas and @CollingCollege one of your instructors is accusing a victim of the mass shooting at #StonemanDouglasH…",FALSE,0,NA,2018-02-26 19:47:22,FALSE,NA,"968210904872468480",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TaggartRehnn",25,TRUE,FALSE,NA,NA,2018-02-26 19:47:22
"RT @aKhalifa101: Hey @UT_Dallas @AckermanUTD @IrvingISD @IISDFoundation are you aware of what your disgraceful employee Julie Merrill has b…",FALSE,0,NA,2018-02-26 18:25:17,FALSE,NA,"968190247405326337",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","aKhalifa101",2,TRUE,FALSE,NA,NA,2018-02-26 18:25:17
"@rmayemsinger @jmerrill903 @davidhogg111 @IrvingISD She’s an employee of @UT_Dallas too. Apparently a senior lecturer",FALSE,1,"rmayemsinger",2018-02-26 18:02:37,FALSE,"967855331891060737","968184540782039040","372563164","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","play_ukulele",0,FALSE,FALSE,NA,NA,2018-02-26 18:02:37
"RT @Aviatrixt: @dallasnews @IrvingISD Merrill is also a senior lecturer at @UT_Dallas. https://t.co/Wwck4TbXw4",FALSE,0,NA,2018-02-26 17:33:02,FALSE,NA,"968177096630599685",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Heartless_Lyn",13,TRUE,FALSE,NA,NA,2018-02-26 17:33:02
"@RikitaP_NTHC @UT_Dallas Thanks for taking time to #visitUTD this weekend! We're so glad you enjoyed your time at o… https://t.co/jF7gDy9AHu",FALSE,1,"RikitaP_NTHC",2018-02-26 17:05:16,TRUE,"967607694822699008","968170110153347072","3416044345","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","FutureComets",1,FALSE,FALSE,NA,NA,2018-02-26 17:05:16
"@Aviatrixt @dallasnews @IrvingISD @UT_Dallas Irving ISD and UT Dallas why do you still have Julie Merrill (who has… https://t.co/ST6HgLiLOZ",FALSE,1,"Aviatrixt",2018-02-26 16:07:15,TRUE,"967934801121603584","968155509822980099","14852216","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BeebleZapp",0,FALSE,FALSE,NA,NA,2018-02-26 16:07:15
"RSVP for the @BlackstoneEI entrepreneurship celebration reception &amp; pitch competition w/students from @UTAustin,… https://t.co/nazLhZCex9",FALSE,3,NA,2018-02-26 16:01:39,TRUE,NA,"968154101589651465",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","LaunchPad_UT",1,FALSE,FALSE,NA,NA,2018-02-26 16:01:39
"Great presentation this weekend by @projekt202 Sr #UX Designer @kimrhar for @WIAD_DFW at @UT_Dallas https://t.co/6K8EgXk14o",FALSE,6,NA,2018-02-26 15:41:18,FALSE,NA,"968148978763227136",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","projekt202",3,FALSE,FALSE,NA,NA,2018-02-26 15:41:18
"RT @Aviatrixt: @dountzzface @UT_Dallas @AckermanUTD Ouch! What strikes me is how strange it is that an educator would share images of stude…",FALSE,0,NA,2018-02-26 15:36:17,FALSE,NA,"968147715736702976",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","pandaluver365",1,TRUE,FALSE,NA,NA,2018-02-26 15:36:17
"RT @mjchamplin: @Aviatrixt @loriellle @UT_Dallas @AckermanUTD This is absolutely shameful.",FALSE,0,NA,2018-02-26 15:36:12,FALSE,NA,"968147696803549185",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","pandaluver365",1,TRUE,FALSE,NA,NA,2018-02-26 15:36:12
"RT @wild_berry_09: @Aviatrixt @UT_Dallas @AckermanUTD As a UTD alumnus, it saddens me to see my alma mater employing a conspiracy theorist…",FALSE,0,NA,2018-02-26 15:36:09,FALSE,NA,"968147681339170817",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","pandaluver365",1,TRUE,FALSE,NA,NA,2018-02-26 15:36:09
"@jonnysayhey @Aviatrixt @UT_Dallas @AckermanUTD It’s the same page from Parkland High School 2017! Might work on yo… https://t.co/XaKz5kB4z8",FALSE,0,"jonnysayhey",2018-02-26 15:33:12,TRUE,"967863732884918273","968146941237440513","1447161560","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","pandaluver365",0,FALSE,FALSE,NA,NA,2018-02-26 15:33:12
"RT @Aviatrixt: @UT_Dallas @AckermanUTD One of your senior lecture staff in Mathematics Education, Julie Merrill is harassing Stoneman Dougl…",FALSE,0,NA,2018-02-26 15:26:09,FALSE,NA,"968145165599825920",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SchaeferMaryann",49,TRUE,FALSE,NA,NA,2018-02-26 15:26:09
"RT @Aviatrixt: @UT_Dallas @AckermanUTD One of your senior lecture staff in Mathematics Education, Julie Merrill is harassing Stoneman Dougl…",FALSE,0,NA,2018-02-26 15:24:13,FALSE,NA,"968144678402056192",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","pandaluver365",49,TRUE,FALSE,NA,NA,2018-02-26 15:24:13
"RT @Aviatrixt: @dallasnews @IrvingISD Merrill is also a senior lecturer at @UT_Dallas. https://t.co/Wwck4TbXw4",FALSE,0,NA,2018-02-26 15:17:28,FALSE,NA,"968142981290061824",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rmsalerno1",13,TRUE,FALSE,NA,NA,2018-02-26 15:17:28
"RT @Aviatrixt: @dallasnews @IrvingISD Merrill is also a senior lecturer at @UT_Dallas. https://t.co/Wwck4TbXw4",FALSE,0,NA,2018-02-26 15:12:50,FALSE,NA,"968141813751009280",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Tacere69",13,TRUE,FALSE,NA,NA,2018-02-26 15:12:50
"Hey @UT_Dallas &amp; @IrvingISD

Why do you employ a teacher that is more concerned about her political views than she… https://t.co/tNYajjp6Jn",FALSE,0,NA,2018-02-26 14:44:48,TRUE,NA,"968134759451906053",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lori_go",0,FALSE,FALSE,NA,NA,2018-02-26 14:44:48
"RT @UT_Dallas: Graduate student Sam Scott, along with thousands of others, made his best effort to stand out in hopes of landing a job oppo…",FALSE,0,NA,2018-02-26 14:38:24,FALSE,NA,"968133151187972098",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","UT_Dallas",2,TRUE,FALSE,NA,NA,2018-02-26 14:38:24
"RT @Aviatrixt: @dallasnews @IrvingISD Merrill is also a senior lecturer at @UT_Dallas. https://t.co/Wwck4TbXw4",FALSE,0,NA,2018-02-26 13:43:22,FALSE,NA,"968119300572655616",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","politikelle",13,TRUE,FALSE,NA,NA,2018-02-26 13:43:22
"RT @Aviatrixt: @UT_Dallas @AckermanUTD One of your senior lecture staff in Mathematics Education, Julie Merrill is harassing Stoneman Dougl…",FALSE,0,NA,2018-02-26 11:01:16,FALSE,NA,"968078507120177152",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","corbycox",49,TRUE,FALSE,NA,NA,2018-02-26 11:01:16
"RT @Aviatrixt: @dallasnews @IrvingISD Merrill is also a senior lecturer at @UT_Dallas. https://t.co/Wwck4TbXw4",FALSE,0,NA,2018-02-26 09:22:03,FALSE,NA,"968053535358275584",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SunjazzD",13,TRUE,FALSE,NA,NA,2018-02-26 09:22:03
"RT @jcindc2002: @IrvingISD @IISDFoundation @UT_Dallas   Your instructor, Julie Merrill, is harassing Stoneman Douglas shooting survivor Dav…",FALSE,0,NA,2018-02-26 06:24:40,FALSE,NA,"968008896387469313",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KuiperBelle",5,TRUE,FALSE,NA,NA,2018-02-26 06:24:40
"RT @Aviatrixt: @UT_Dallas @AckermanUTD One of your senior lecture staff in Mathematics Education, Julie Merrill is harassing Stoneman Dougl…",FALSE,0,NA,2018-02-26 06:22:05,FALSE,NA,"968008246891040768",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ResistanceRules",49,TRUE,FALSE,NA,NA,2018-02-26 06:22:05
"RT @Aviatrixt: @dallasnews @IrvingISD Merrill is also a senior lecturer at @UT_Dallas. https://t.co/Wwck4TbXw4",FALSE,0,NA,2018-02-26 05:09:39,FALSE,NA,"967990019582554112",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ashleydixon",13,TRUE,FALSE,NA,NA,2018-02-26 05:09:39
"RT @Aviatrixt: @dallasnews @IrvingISD Merrill is also a senior lecturer at @UT_Dallas. https://t.co/Wwck4TbXw4",FALSE,0,NA,2018-02-26 04:58:59,FALSE,NA,"967987332740730880",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lrod1970",13,TRUE,FALSE,NA,NA,2018-02-26 04:58:59
"One of the upsides of pulling an all-nighter in the university is that you get to witness these kind of splendid… https://t.co/cj1obyN8nA",FALSE,7,NA,2018-02-26 04:50:26,TRUE,NA,"967985181968732160",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AthulSudheesh",1,FALSE,FALSE,NA,NA,2018-02-26 04:50:26
"@UT_Dallas 
One of yours?
https://t.co/vDymYsMkMh",FALSE,1,"UT_Dallas",2018-02-26 04:19:11,FALSE,NA,"967977319368359936","36989808","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","R3515T0R",0,FALSE,FALSE,NA,NA,2018-02-26 04:19:11
"RT @Aviatrixt: @UT_Dallas @AckermanUTD One of your senior lecture staff in Mathematics Education, Julie Merrill is harassing Stoneman Dougl…",FALSE,0,NA,2018-02-26 04:16:59,FALSE,NA,"967976763040190469",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","waiting4sumthng",49,TRUE,FALSE,NA,NA,2018-02-26 04:16:59
"RT @Aviatrixt: @dallasnews @IrvingISD Merrill is also a senior lecturer at @UT_Dallas. https://t.co/Wwck4TbXw4",FALSE,0,NA,2018-02-26 04:10:23,FALSE,NA,"967975103198842880",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GieslerJim",13,TRUE,FALSE,NA,NA,2018-02-26 04:10:23
"RT @Aviatrixt: @dallasnews @IrvingISD Merrill is also a senior lecturer at @UT_Dallas. https://t.co/Wwck4TbXw4",FALSE,0,NA,2018-02-26 04:08:44,FALSE,NA,"967974688638033920",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lacyepstein",13,TRUE,FALSE,NA,NA,2018-02-26 04:08:44
"RT @Aviatrixt: @dallasnews @IrvingISD Merrill is also a senior lecturer at @UT_Dallas. https://t.co/Wwck4TbXw4",FALSE,0,NA,2018-02-26 03:42:29,FALSE,NA,"967968084182093824",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Greg__Johnson",13,TRUE,FALSE,NA,NA,2018-02-26 03:42:29
"RT @smlyc: @grammaTam52 The school’s twitter is @IrvingISD and she also teaches at @UT_Dallas",FALSE,0,NA,2018-02-26 03:31:18,FALSE,NA,"967965269015412736",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vistachick79",3,TRUE,FALSE,NA,NA,2018-02-26 03:31:18
"RT @BFriedmanDC: I'd like to see Dallas area schools like @UT_Dallas, @SMU, @utarlington and @TCU assure these students a suspension for pr…",FALSE,0,NA,2018-02-26 03:21:52,FALSE,NA,"967962895177875461",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HokieCarrie",17,TRUE,FALSE,NA,NA,2018-02-26 03:21:52
"@jonnysayhey @Aviatrixt @UT_Dallas @AckermanUTD Isn't there a bridge you need to be guarding, toll?",FALSE,1,"jonnysayhey",2018-02-26 01:58:48,FALSE,"967863732884918273","967941988455731200","1447161560","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jeffreyahrendt",0,FALSE,FALSE,NA,NA,2018-02-26 01:58:48
"Your employee, Julie Merrill @jmerrill903 , a Senior Lecturer @UT_Dallas , posted this tweet (screenshot below). Ar… https://t.co/4jJjcLAAlO",FALSE,2,NA,2018-02-26 01:58:38,TRUE,NA,"967941948282736640",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","geepsterz",3,FALSE,FALSE,NA,NA,2018-02-26 01:58:38
"RT @Aviatrixt: @UT_Dallas @AckermanUTD One of your senior lecture staff in Mathematics Education, Julie Merrill is harassing Stoneman Dougl…",FALSE,0,NA,2018-02-26 01:58:19,FALSE,NA,"967941867076767744",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","bunkerhiller",49,TRUE,FALSE,NA,NA,2018-02-26 01:58:19
"RT @Aviatrixt: @dallasnews @IrvingISD Merrill is also a senior lecturer at @UT_Dallas. https://t.co/Wwck4TbXw4",FALSE,0,NA,2018-02-26 01:58:10,FALSE,NA,"967941829667717121",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","soccermom1517",13,TRUE,FALSE,NA,NA,2018-02-26 01:58:10
